"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_kg","reps","distance_km","duration_seconds","rpe"
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Triceps Pushdown V-Grip",0,"",1,"failure",38.75,12,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Hammer Curl (Cable)",1,"",0,"normal",41.25,8,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Hammer Curl (Cable)",1,"",1,"failure",31.25,11,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"",0,"normal",15,6,,,
"Piątek - Barki i łapy","4 Sep 2026, 19:10","4 Sep 2026, 21:27","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"",1,"failure",11.25,12,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Feet Up Bench Press (Barbell)",,"W drugiej serii, nie wiem czy zrobilem 7 czy 8, wiec wpisuje 7. Mi sie wydawalo ze 8, kolega co spotował że 7.",0,"normal",91.5,9,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Feet Up Bench Press (Barbell)",,"W drugiej serii, nie wiem czy zrobilem 7 czy 8, wiec wpisuje 7. Mi sie wydawalo ze 8, kolega co spotował że 7.",1,"normal",94,7,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Feet Up Bench Press (Barbell)",,"W drugiej serii, nie wiem czy zrobilem 7 czy 8, wiec wpisuje 7. Mi sie wydawalo ze 8, kolega co spotował że 7.",2,"normal",96.5,6,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja.",0,"normal",106.5,10,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja.",1,"normal",110,9,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja.",2,"normal",113.5,7,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Lat Pulldown - Close Grip (Cable)",,"Ostatnia seria - scisla izolacja.",3,"failure",86.5,12,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Incline Chest Press (Machine)",,"",0,"normal",115,8,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Incline Chest Press (Machine)",,"",1,"normal",117.5,6,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Incline Chest Press (Machine)",,"",2,"normal",120,5,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Incline Chest Press (Machine)",,"",3,"failure",91,12,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Iso-Lateral High Row (Machine)",,"Ostatnia seria - scisla izolacja.",0,"normal",155,10,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Iso-Lateral High Row (Machine)",,"Ostatnia seria - scisla izolacja.",1,"normal",165,8,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Iso-Lateral High Row (Machine)",,"Ostatnia seria - scisla izolacja.",2,"failure",125,15,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Butterfly (Pec Deck)",,"Ostatnia seria - scisla izolacja.",0,"normal",117,11,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Butterfly (Pec Deck)",,"Ostatnia seria - scisla izolacja.",1,"normal",119.5,8,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Butterfly (Pec Deck)",,"Ostatnia seria - scisla izolacja.",2,"failure",90,10,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Pullover (Machine)",,"Ostatnia seria - scisla izolacja.",0,"normal",115,12,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Pullover (Machine)",,"Ostatnia seria - scisla izolacja.",1,"normal",120,10,,,
"Czwartek - Góra - Hiperchujnia","3 Sep 2026, 18:41","3 Sep 2026, 20:55","","Pullover (Machine)",,"Ostatnia seria - scisla izolacja.",2,"normal",125,8,,,
"Środa - Dzień cardio","2 Sep 2026, 18:35","2 Sep 2026, 19:35","","Treadmill",,"",0,"normal",,,4.76,3600,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Warm Up",,"",0,"normal",,,,1020,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Front Squat",,"W ostatniej serii - 1 powtorzenie troszke za plytko, ale powiedzmy ze seria zrobiona i pol kilo dolozone. Na redukcji trzeba wybaczyc.",0,"normal",109,4,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Front Squat",,"W ostatniej serii - 1 powtorzenie troszke za plytko, ale powiedzmy ze seria zrobiona i pol kilo dolozone. Na redukcji trzeba wybaczyc.",1,"normal",114,3,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Front Squat",,"W ostatniej serii - 1 powtorzenie troszke za plytko, ale powiedzmy ze seria zrobiona i pol kilo dolozone. Na redukcji trzeba wybaczyc.",2,"normal",119,2,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Romanian Deadlift (Barbell)",,"",0,"normal",140,8,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Romanian Deadlift (Barbell)",,"",1,"normal",150,7,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Romanian Deadlift (Barbell)",,"",2,"normal",160,6,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Belt Squat (Machine)",,"",0,"normal",205,12,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Belt Squat (Machine)",,"",1,"normal",215,11,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Belt Squat (Machine)",,"",2,"normal",225,10,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Leg Extension (Machine)",0,"Ostatnia seria - scisla izolacja.",0,"normal",107.5,10,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Leg Extension (Machine)",0,"Ostatnia seria - scisla izolacja.",1,"normal",110,10,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Leg Extension (Machine)",0,"Ostatnia seria - scisla izolacja.",2,"failure",82.5,13,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Seated Leg Curl (Machine)",0,"Ostatnia seria - scisla izolacja.",0,"normal",80,10,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Seated Leg Curl (Machine)",0,"Ostatnia seria - scisla izolacja.",1,"normal",85,8,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Seated Leg Curl (Machine)",0,"Ostatnia seria - scisla izolacja.",2,"failure",65,14,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Hip Adduction (Machine)",,"",0,"normal",100,14,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Hip Adduction (Machine)",,"",1,"failure",100,13,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Cable Crunch",,"Ostatnia seria - scisla izolacja.",0,"normal",58.75,13,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Cable Crunch",,"Ostatnia seria - scisla izolacja.",1,"normal",60,10,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Cable Crunch",,"Ostatnia seria - scisla izolacja.",2,"failure",47.5,17,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Cable Core Pallof Press",,"Ostatnia seria - scisla izolacja.",0,"normal",31.25,7,,,
"Wtorek - Dół","1 Sep 2026, 19:10","1 Sep 2026, 21:28","","Cable Core Pallof Press",,"Ostatnia seria - scisla izolacja.",1,"failure",23.75,10,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Bench Press (Barbell)",,"W ostatniej, czwarte na zachete, zeby se szmaciura (ławka) nie myslala ze sie poddam.",0,"normal",97.5,7,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Bench Press (Barbell)",,"W ostatniej, czwarte na zachete, zeby se szmaciura (ławka) nie myslala ze sie poddam.",1,"normal",100,6,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Bench Press (Barbell)",,"W ostatniej, czwarte na zachete, zeby se szmaciura (ławka) nie myslala ze sie poddam.",2,"normal",102.5,4,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Bench Press (Barbell)",,"W ostatniej, czwarte na zachete, zeby se szmaciura (ławka) nie myslala ze sie poddam.",3,"failure",105,3,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Pull Up (Weighted)",,"",0,"normal",7.5,10,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Pull Up (Weighted)",,"",1,"normal",10,9,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Pull Up (Weighted)",,"",2,"normal",12.5,6,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Pull Up (Weighted)",,"",3,"failure",15,5,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Incline Bench Press (Smith Machine)",,"Nigdy nie zrobie 80 na 8 na redukcji. :/\nAle za to nie wiem jakim cudem 85 na 5.\nOstatni seria - scisla izolcja.",0,"normal",80,7,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Incline Bench Press (Smith Machine)",,"Nigdy nie zrobie 80 na 8 na redukcji. :/\nAle za to nie wiem jakim cudem 85 na 5.\nOstatni seria - scisla izolcja.",1,"normal",85,5,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Incline Bench Press (Smith Machine)",,"Nigdy nie zrobie 80 na 8 na redukcji. :/\nAle za to nie wiem jakim cudem 85 na 5.\nOstatni seria - scisla izolcja.",2,"failure",66,13,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","T Bar Row",,"Ostatni seria - scisla izolcja.",0,"normal",73.75,10,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","T Bar Row",,"Ostatni seria - scisla izolcja.",1,"failure",78.75,7,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","T Bar Row",,"Ostatni seria - scisla izolcja.",2,"failure",61.25,16,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Low Cable Fly Crossovers",,"Ostatni seria - scisla izolcja.",0,"normal",19.25,12,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Low Cable Fly Crossovers",,"Ostatni seria - scisla izolcja.",1,"normal",20.5,8,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Low Cable Fly Crossovers",,"Ostatni seria - scisla izolcja.",2,"failure",15.5,12,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Single Arm Cable Row",,"Ostatni seria - scisla izolcja.",0,"normal",62.5,10,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Single Arm Cable Row",,"Ostatni seria - scisla izolcja.",1,"normal",65,8,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Single Arm Cable Row",,"Ostatni seria - scisla izolcja.",2,"failure",49.25,13,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Lateral Raise (Machine)",,"Ostatni seria - scisla izolcja.",0,"normal",67.5,6,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Lateral Raise (Machine)",,"Ostatni seria - scisla izolcja.",1,"failure",50,13,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Rear Delt Reverse Fly (Machine)",,"Ostatni seria - scisla izolcja.",0,"normal",30,6,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Rear Delt Reverse Fly (Machine)",,"Ostatni seria - scisla izolcja.",1,"failure",22.5,12,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Bicep Curl (Cable)",0,"Ostatni seria - scisla izolcja.",0,"normal",38,8,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Bicep Curl (Cable)",0,"Ostatni seria - scisla izolcja.",1,"failure",29.5,12,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Triceps Rope Pushdown",0,"Ostatni seria - scisla izolcja.",0,"normal",38,8,,,
"Poniedziałek - Góra","31 Aug 2026, 19:04","31 Aug 2026, 21:39","Chudy szczur, czy szczur bojowy","Triceps Rope Pushdown",0,"Ostatni seria - scisla izolcja.",1,"failure",29.5,12,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Hack Squat (Machine) Kapelanka",,"",0,"normal",157,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Hack Squat (Machine) Kapelanka",,"",1,"normal",159.5,9,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Hack Squat (Machine) Kapelanka",,"",2,"normal",162,8,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Leg Extension (Machine) Kapelanka",0,"",0,"normal",103,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Leg Extension (Machine) Kapelanka",0,"",1,"normal",105.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Leg Extension (Machine) Kapelanka",0,"",2,"normal",108,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Lying Leg Curl (Machine) Kapelanka",0,"",0,"normal",74,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Lying Leg Curl (Machine) Kapelanka",0,"",1,"normal",76.5,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Lying Leg Curl (Machine) Kapelanka",0,"",2,"normal",79,10,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Hanging Leg Raise",,"",0,"normal",,22,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Hanging Leg Raise",,"",1,"normal",,20,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Hanging Leg Raise",,"",2,"normal",,18,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",0,"normal",47.25,12,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",1,"normal",47.25,11,,,
"Gdy brak czasu ci doskwiera, szybka sobota cię sponiewiera.","29 Aug 2026, 14:46","29 Aug 2026, 15:58","Redukcja","Cable Crunch - Wyciąg Kapelanka - Na Podwyższeniu 15cm",,"",2,"normal",47.25,11,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Overhead Press (Smith Machine)",,"Ostatnia seria - scisla izolacja.",0,"normal",72.5,8,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Overhead Press (Smith Machine)",,"Ostatnia seria - scisla izolacja.",1,"normal",77.5,6,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Overhead Press (Smith Machine)",,"Ostatnia seria - scisla izolacja.",2,"normal",82.5,3,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Overhead Press (Smith Machine)",,"Ostatnia seria - scisla izolacja.",3,"failure",62.5,10,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Lateral Raise (Dumbbell)",,"",0,"normal",17.5,13,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Lateral Raise (Dumbbell)",,"",1,"failure",17.5,13,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Single Arm Lateral Raise (Cable)",,"",0,"normal",11.25,11,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Single Arm Lateral Raise (Cable)",,"",1,"normal",12.5,7,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Face Pull",,"Ostatnia seria - scisla izolacja.",0,"normal",37.5,13,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Face Pull",,"Ostatnia seria - scisla izolacja.",1,"normal",38.75,12,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Face Pull",,"Ostatnia seria - scisla izolacja.",2,"normal",40,11,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Face Pull",,"Ostatnia seria - scisla izolacja.",3,"failure",31.25,20,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Preacher Curl (Machine)",,"Ostatnia seria - scisla izolacja.",0,"normal",56.25,8,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Preacher Curl (Machine)",,"Ostatnia seria - scisla izolacja.",1,"normal",60,5,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Preacher Curl (Machine)",,"Ostatnia seria - scisla izolacja.",2,"failure",45,9,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Skullcrusher (Dumbbell)",,"Ostatnia seria - scisla izolacja.",0,"normal",20,9,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Skullcrusher (Dumbbell)",,"Ostatnia seria - scisla izolacja.",1,"normal",20,8,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Skullcrusher (Dumbbell)",,"Ostatnia seria - scisla izolacja.",2,"failure",15,15,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Seated Incline Curl (Dumbbell)",0,"Ostatnia seria - scisla izolacja.",0,"normal",20,9,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Seated Incline Curl (Dumbbell)",0,"Ostatnia seria - scisla izolacja.",1,"failure",15,11,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Triceps Pushdown V-Grip",0,"Ostatnia seria - scisla izolacja.",0,"normal",48.75,8,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Triceps Pushdown V-Grip",0,"Ostatnia seria - scisla izolacja.",1,"failure",37.5,12,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Hammer Curl (Cable)",1,"Ostatnia seria - scisla izolacja.",0,"normal",41,8,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Hammer Curl (Cable)",1,"Ostatnia seria - scisla izolacja.",1,"failure",31,11,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"Ostatnia seria - scisla izolacja.",0,"normal",15,6,,,
"Piątek - Barki i łapy","28 Aug 2026, 19:50","28 Aug 2026, 21:41","","Single Arm Triceps Pushdown (Cable) (Catana)",1,"Ostatnia seria - scisla izolacja.",1,"failure",11.25,10,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Feet Up Bench Press (Barbell)",,"Brak spadkow.",0,"normal",91,10,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Feet Up Bench Press (Barbell)",,"Brak spadkow.",1,"normal",93.5,7,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Feet Up Bench Press (Barbell)",,"Brak spadkow.",2,"normal",96,5,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Lat Pulldown - Close Grip (Cable)",,"Zakres ruchu trochę do poprawy. Ostatnia seria scisla izolacja.",0,"normal",106.5,10,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Lat Pulldown - Close Grip (Cable)",,"Zakres ruchu trochę do poprawy. Ostatnia seria scisla izolacja.",1,"normal",110,8,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Lat Pulldown - Close Grip (Cable)",,"Zakres ruchu trochę do poprawy. Ostatnia seria scisla izolacja.",2,"normal",113.5,6,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Lat Pulldown - Close Grip (Cable)",,"Zakres ruchu trochę do poprawy. Ostatnia seria scisla izolacja.",3,"failure",85.5,12,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Incline Chest Press (Machine)",,"",0,"normal",112.5,8,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Incline Chest Press (Machine)",,"",1,"normal",115,7,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Incline Chest Press (Machine)",,"",2,"normal",117.5,6,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Incline Chest Press (Machine)",,"",3,"failure",90,12,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Iso-Lateral High Row (Machine)",,"",0,"normal",152.5,10,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Iso-Lateral High Row (Machine)",,"",1,"normal",162.5,8,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Iso-Lateral High Row (Machine)",,"",2,"failure",122.5,15,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Butterfly (Pec Deck)",,"",0,"normal",117,10,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Butterfly (Pec Deck)",,"",1,"normal",119.5,8,,,
"Czwartek - Góra - Hiperchujnia","27 Aug 2026, 18:33","27 Aug 2026, 20:27","","Butterfly (Pec Deck)",,"",2,"failure",89,11,,,
